User,Tweet,Language
libero_mag,TIPs for Coping with Self-Harm Urges #mentalhealthmonth #mentalhealthweek2019 https://t.co/Q3NxFtoQqr #depression #editorspicks https://t.co/ASeLEzrFtM,en
DrDonnica,"RT @AskDrDonnica: @DrJAshton @katiecouric Read your book yesterday in one sitting &amp; was so moved!  Looking forward to talking with you #InTheLadiesRoom today about Life After #Suicide, multiple truths, &amp; removing the stigma re suicide, #Depression &amp; #mentalillness. #MedTwitter #SoMeDocs",en
Altostrata,"@benzosarebad @And_Cipriani @StanKutcher @Mental_Elf @AllenFrancesMD @CoyneoftheRealm @officialNIHR You're right to  feel left out, Fiona. Poor dear @Mental_Elf has followers that do not fit the conventional model of #psychiatric patients for #depression -- people who at one time took #antidepressants but went off -- we got the invite but the party is not for us. #Deprescribing",en
lorraineareed,"RT @VCTrustee: Seek help for any mental health condition...

Don't ask and you won't get 

Your future is down to you. There are lots of people willing to help, but you have to let them know.

#anxiety #depression #PTSD #stress #MentalHealth #Wellbeing https://t.co/DssU3TVEyY",en
WomenWhoServe,"RT @worldgoesvegan: Go vegan, stop the abuse, stop the slaughter. #bacon #pork #sadness #depression #animalrights #directaction #govegan #veganism #SaturdayThoughts #breakfast #plantbased https://t.co/Wwt2EejlEk",en
brandonvidler,"RT @worldgoesvegan: Go vegan, stop the abuse, stop the slaughter. #bacon #pork #sadness #depression #animalrights #directaction #govegan #veganism #SaturdayThoughts #breakfast #plantbased https://t.co/Wwt2EejlEk",en
rlheitz,"RT @VoiceDepression: #NFL Hall of Famer @BrianDawkins in a candid conversation about #depression, #suicidal thoughts, #faith and #friendship . Please RT to spread Brian's powerful message. https://t.co/PQHZ9EYd9h
#Philadelphia #Eagles #masculine #strength #YouAreNotAlone @RealDGunnNBCS #recovery https://t.co/WtKo365Z2X",en
NikiePolite,"RT @_AshleyBratcher: Skill for helping w/ #anxiety &amp; #depression: half smile. It’s a Distress Tolerance skill that helps you accept &amp; tolerate with your body. Relax your face, neck, &amp; shoulders. Then half smile, until the corners of your mouth curl up w/o tension. In just 10 minutes it improves mood.",en
BricePlays,"N U M B 
#vaporwave #lofi #lofihiphop #Numb #depression https://t.co/A7NxhhUm8s",en
ShesaProtoType,29th I see my Psychiatrist and I'm going request going back to therapy. Kinda going backwards but hey ain't nothing wrong with starting over if it's going to potentially save your life.  #depression #mentalhealth #anxiety,en
kinzari,RT @JLlieno: #producer #musicproducer #aesthetic #aestheticgirl #emo #depression #sad #rap #hiphop #lilpeep #sendmebeats #freebeats #beats #grunge #grungeaesthetic #music #6ix9ine #trap https://t.co/l90xPyHCbP,en
ShesaProtoType,My brother and mama did an intervention on my ass and I needed it. A few times I found myself walking out in traffic without looking not because I want to die but my mind just be so fucked up in those moments. #mentalhealth #depression #anxiety #gethelp #youmatter,en
Erythrina5,"RT @refugeingrief: Telling people to suck it up, move on, put it behind you, pretend you're happy has created epidemics of #addiction, #depression, &amp; #suicidality. It seems counterintuitive, but true comfort in #grief is in acknowledging the #pain, not in trying to make it go away. #griefrevolution https://t.co/nesJOR5J9m",en
YogaCredo,RT @Sami99857397: If everyone got taught mindfulness from a young age (schools) I'm sure the world would be a better a place. Learn it whilst you can! #osho #mindfullness #depression #anxiety #meditation #health #wellbeing #happiness #stress #improve,ru
tammylamason,These are the top 10 health conditions affecting Americans #depression https://t.co/Xf4MmtPDgL https://t.co/CV6pFKmimJ,en
SimplyAfterDark,"RT @MishaAlmira: Activate Your Superpowers! DRY FASTING: REVERSING CANCER, DIABETES, OBESITY, DEPRESSION, ANXIETY &amp; AGING  https://t.co/gz5WOFveel  #Depression #Anxiety #Antiaging #ReversingCancer #Herbs https://t.co/YflP97hJEF",en
BecalmShop,"#depression #depressionhelp #anxiety #mentalhealth #slime #stressrelief 
#slimes #satisfying #ADHD #stress #antistress #squishy #anxietyhelp #sleepaid #toys Crystal Fruit Fluffy Slime https://t.co/7s5c6oopfC",en
oesLjEfrx43yZXj,"RT @jeffhalevy: Sorry to ruin your beers &amp; BBQ weekend...but #PTSD, #suicide, #depression &amp; #addiction are real problems for our #veterans and their families.
-
We treat our celebrities infinitely better than those who put their life at risk for our freedom to worship t… https://t.co/mRhU2sTw4W https://t.co/ePK3jwpRfQ",en
MatronNatalie,"RT @WHO: ""#MentalHealth conditions are on the rise in every country in the ?.
Nearly a billion people are affected by a mental health condition.
#Depression is one of the leading causes of disability.
#Suicide is the 2nd leading cause of death among 15 to 29-year-olds""-@DrTedros #WHA72 https://t.co/dl7CVDBaaM",en
JesseLongshot,"I really need someone to talk to, but where are my friends, or don't I have any? Damn me to hell for being Loneliness Incarnate! #depression",en
Irvin33,When you feel you can’t make it remember you can do anything once you set your mind  on doing it so don’t ever give up on what you want to do in life. #ENCOURAGEMENT #depression #Motivation #Believe #faith #Mindset #yourlife,en
FarrowComms,"Your health impacts your business. Spread the awareness.
https://t.co/K7dJ6skmpB

#MentalHealth #Depression #Anxiety https://t.co/z9bCVUOwDR",en
barbtay476,"RT @moveitorloseit1: Did you know exercise is a powerful depression fighter? ? 

It promotes all kinds of changes in the brain, including neural growth, reduced inflammation and new activity patters which promote feelings of calm &amp; wellbeing. 
#Depression #Exercises #Moveitorloseit https://t.co/KIJ35n0uRc",en
zakatak17,"Your health impacts your business. Spread the awareness.
https://t.co/sapttfP27H

#MentalHealth #Depression #Anxiety https://t.co/TTUYbGA1L7",en
peterbedard,Order online now at https://t.co/uZwyPNkQKb #tealover #looseleaftea #loosetea #HealingTeas #healingherbs #healing #happiness #depression #stjohnswort #detoxtea #womenstea https://t.co/g2bP5yDpG1,en
SkypeTherapist,"Using #Mindfulness to Overcome #Anxiety and #Depression. Read more about Mindfulness Therapy in this very popular article: https://t.co/GKSNvigM0c.
Online Mindfulness Therapy via Skype. Visit: https://t.co/wA24wSaK62.",en
drnmarket,"#Depression glass of 1950’s. Classic Normandie design. Tap the link for all the details.
#vintageglass #sherbetbowl #cupcakedish #vintagefind https://t.co/cXpWkNzRJJ",en
phytotherapie,Haine de soi : 7 questions simples pour faire le point Rester belle - https://t.co/zRBHNwZYZG #ConseilsDeSanté #Dépression #HaineDeSoi #PenséeSuicidaire #ResterBelle https://t.co/dYncq0Hkuj,fr
clearviewwomens,What Prevents People from Seeking Mental Health Treatment? https://t.co/1o4q6pFIV7 #mentalhealth #mentalillness #endthestigma #recovery #treatment #awareness #psychology #psychologist #therapy #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma,en
sbkramermd,"Menopause is a natural process!
#LowSexDrive #HOTFLASHES, #DEPRESSION, #NightSweat and other menopause symptoms can be treated effectively and safely.
HOW? For more info please visit: https://t.co/aJe8pLH7n4
#Health #Natural #Life #LibidoProblems #MenopauseSymptoms #treatment https://t.co/1by5P2plD6",en
Simpson_Rick,"RT @SimpsonRamaDur: Researchers at Buffalo Uni have published a study showing “chronic stress reduced the productition of #endocannabinoids, leading to depression-like behavior.” Meaning a lack of natural #cannabinoids in the body caused by stress can lead to #depression.
https://t.co/cjrcAvQWzE",en
hypnosisextreme,"HYPNOSIS!!!! Start your change today! Over 1,000 hypnosis sessions https://t.co/eQm4Z3AiLG #hypnosis #hypnosissession #stopsmoking #depression #stress #mentalhealth #MentalHealthAwareness https://t.co/hohtQ2sBzp",en
SUFmentalwealth,"RT @WHO: ""#MentalHealth conditions are on the rise in every country in the ?.
Nearly a billion people are affected by a mental health condition.
#Depression is one of the leading causes of disability.
#Suicide is the 2nd leading cause of death among 15 to 29-year-olds""-@DrTedros #WHA72 https://t.co/dl7CVDBaaM",en
Mountainside,"Helpful tips on how to deal when life gets you down:

https://t.co/689pQmcN45 

#lifehacks #lifetips #inspiration #motivation #anxiety #mentalhealth #depression",en
_SeasTheDay_,RT @shellbellsquest: People often wear many masks to hide a stiffling pain. #endthestigma because #mentalhealthmatters. #mentalhealthawarenessmonth &lt;- should be everyday.  We have to break the cycle of stigma so people can get the help they need. #depression #anxiety #mentalhealth https://t.co/VkIeYaf9j3,en
LeonWCampbell,LETS STAND UP TO #Depression #ANXIETY #MentalHealthMatters  it’s good to talk #Actor #Musicvideo #Producer #designer #beats #bars #festivalseason #dj #songwriter #composer #piano sorry if the contents offends but this goes through many young people’s minds ? Thankyou 4 any RT? https://t.co/nlxsoitjx7,en
vkararwa,#Mentalhealth shouldn't be a taboo subject https://t.co/I1EOHHIj8Q #Depression https://t.co/cXx5xkbSWf,en-gb
JesseLongshot,"I feel no attachment or connection to anybody, no closeness whatsoever. Everybody is millions of light years distant physically and emotionally from me. I have nobody! There is no hope at all for me. Loneliness and #depression have won! I will die alone!",en
BricePlays,"""Ive Been Thinking Too Much... Help Me."" 
#Doomer #lofibeats #lofi #lofihiphop #vaporwave #DepressionAndMe #depression #thoughts",en
SS_Final,Put on some music and dance around. Stand up against #depression,en
lopezgovlaw,"#MentalHealthMonth RT @lseiders3: ?? in case you forgot. 

#LIAR #depression #MentalHealthMonth #mentalhealth https://t.co/IihOIj2SlY",en
Gaby4le,RT @NEJM: Perspective: Esketamine for Treatment-Resistant #Depression — First FDA-Approved Antidepressant in a New Class https://t.co/c1yF578uZx #psychiatry https://t.co/PyjP7HxqxA,es
_TheLastRose_,"Nächste Woche muss ich wohl zum Jobcenter. Ich will da nicht hin. Möchte endlich in die Grundsicherung. Obwohl, lohnt sich das noch, wenn man suizidal ist? #notjustsad #depression #Suizidgedanken #suizidal #DemEndeSoNah #Schizophrenie #schizophren #LebenMitSuizidgedanken",de
_TheLastRose_,"Der Mitpatient möchte seit dem Vorfall, vielleicht keinen Kontakt mehr. Jetzt zeigt sich wirklich, ob und wie wichtig ich ihm bin. #notjustsad #depression #Suizidgedanken #suizidal #DemEndeSoNah #Schizophrenie #schizophren #LebenMitSuizidgedanken",de
Pharma_Mty,RT @NEJM: Perspective: Esketamine for Treatment-Resistant #Depression — First FDA-Approved Antidepressant in a New Class https://t.co/c1yF578uZx #psychiatry https://t.co/PyjP7HxqxA,en
SmileDarken,#depression #anxiety https://t.co/IrZBeDgqgZ,en
anna_c1975,"Crying doesn't worry me. It's this dead, numb feeling that I can't shake that worries me. #depression",en
peter10130147,Purple Kush is a pure indica strain 4 #stress #Insomnia #Pain #Depression #MuscleSpasms Effects #relaxed #Happy #Euphoric #Sleepy #Uplifted #CannabisNow  #wakenbake #smokepot #smokeweed #stoner #StonerFam #stonercouples #stayhigh #weed #weedsociety #recreational #cannabis #wax https://t.co/3I9ATUmFtP,en
Sami99857397,If everyone got taught mindfulness from a young age (schools) I'm sure the world would be a better a place. Learn it whilst you can! #osho #mindfullness #depression #anxiety #meditation #health #wellbeing #happiness #stress #improve,en
TherapyStudio__,You are only confined by the walls YOU build yourself. #depression #stress #overwhelm https://t.co/zdOg67vNGm,en
_TheLastRose_,"Ich weiß nicht, wie ich die nächste Woche, den nächsten Monat, dieses Jahr und das Leben noch meistern soll. #notjustsad #depression #Suizidgedanken #suizidal #DemEndeSoNah #Schizophrenie #schizophren #LebenMitSuizidgedanken",de
_TheLastRose_,"Sie halten an mein Leben fest, während ich es loslasse. #notjustsad #depression #Suizidgedanken #suizidal #DemEndeSoNah #Schizophrenie #schizophren #LebenMitSuizidgedanken",de
TheSonofDavid1,"Don't let #depression win. You are loved. #mentalhealth
https://t.co/K0F4iGhPMs",en
MimaonFire,"RT @MimaonFire: Why rural #PEI is socially isolating

https://t.co/XywtByX50g

#RuralPEI #PEIliving #ruralcanada #ruralliving #rural #sociallyisolating #isolation #misfit #isolating #depression #citygirlinthecountry https://t.co/MzPQVJropF",en
fir3hors3,"RT @WHO: ""#MentalHealth conditions are on the rise in every country in the ?.
Nearly a billion people are affected by a mental health condition.
#Depression is one of the leading causes of disability.
#Suicide is the 2nd leading cause of death among 15 to 29-year-olds""-@DrTedros #WHA72 https://t.co/dl7CVDBaaM",en
Altostrata,@benzosarebad @And_Cipriani @StanKutcher @Mental_Elf @AllenFrancesMD @CoyneoftheRealm @officialNIHR The front door being a #depression questionnaire with an embedded assumption that all who enter have some degree of #depression is a concern. It doesn't allow for possibility of recovery or simply not being depressed in the first place. #Deprescribing,en
SmileDarken,#DepressionIsReal #depressed #depression #anxiety #Mentalhealth #selfharm #sad #sadquotes,en
SmileDarken,#DepressionIsReal #depressed #depression #anxiety #Mentalhealth #selfharm #sad #sadquotes,en
dokauk,"RT @dokauk: #building #mental #health in the #UK #construction sector 
https://t.co/LxsmQ3QbnS
#anxiety #depression #stress #whyconstruction #signs #employees #resources",en-gb
LeonWCampbell,"STAND UP TO DEPRESSION.  Please Can Everyone RT ! ? THANKYOU #MusicVideo #Actor #Musician #Depression #Anxiety #PTSD #OCD #Drugs Prescription &amp; NON Prescribed can #KILL we are NOT ALONE  please if you are feeling Low confide in a LOVED One ?
otherwise TALK to Your G.P ? https://t.co/ZjDNTyJKkm",en
AmVindicated,"RT @AmVindicated: That person you help and lift up…most likely they won’t give a damn about your politics either.   They’ll just be grateful for you in their life… and you may be the one that benefits the most!

#mentalhealth #depression #anxiety #IAmVindicated",en
LMDH19,"RT @MsRoniAnne: ""Laughing is, and always will be, the  best form of therapy."" #author Dau Voire
This picture makes me laugh &amp; it makes me happy. What's cuter than a squirrel in it's own tire swing?! Sometimes finding your #happy takes work. 
#MentalHealthAwareness #depression 
#dontgiveup ??? https://t.co/73Ddp6bMvi",en
