User,Tweet,Language,Location
newfrontierspsy,"Fight the struggles of #depression and #anxiety. ?
 https://t.co/ldAL2qmrEP
Our info can help you take charge and get the most out of your care.???? https://t.co/7KgPji7t14",en,"Milwaukee, WI"
Cyndee2Cyndee,"Shad decided ""We"" would grocery shop.  I prefer to go without him. 
#Anxiety 
#NeedSleep
#FML — feeling sick",en,"Tulsa, Ok "
keithgrimes,RT @mindfulpartner1: Feeling anxious? You're not alone - here's how #Londoners cope #anxiety #mentalhealth https://t.co/CLayuqhyyS,en,Global
patrickbmurray,"Cleared Cape Breton Customs in record time.  Show at 7pm

#Veteran #folk #country #musicthatmoves #Canadian #mentalhealth #NewBrunswick #BrasDor #Westbay #NovaScotia #Canada #thankful #acoustic #Takamine #original #singersongwriter #singalong #ptsd #anxiety #depression https://t.co/uNMtVLcPwo",en,"Riverview, New Brunswick"
JenniferPrisons,#jenniferprisons #music #artist #musician #humility #goals #feeling #health #depression #anxiety #keepgoing #Saturdaynight https://t.co/VgChCeO9Yt,en,Ghana
youmatnotalone,@youmatnotalone    #quotes #anxiety #mentalhealthawarenessmonth #youmatternotalone #ymna https://t.co/nFW6B3UmXu,en,"Burbank, CA"
Go2Tubebular,#Gofundme #Helpwithmybills (How to Overcome  #Anxiety | Sandals Church)  - https://t.co/3C5MRHq010 - #GodsAntidoteToAnxiety #HowCanIGetRidOfAnxiety #HowToDealWithAnxiety #HowToDealWithStress - https://t.co/JoFubM3XvG https://t.co/iC0Y1FQkZA,en,LOS ANGELES
youmatnotalone,@youmatnotalone    #mentalhealthawarenessmonth #talk #help #anxiety #youmatternotalone #ymna https://t.co/KEpLKYFjul,en,"Burbank, CA"
Scattyartist,"Thanks for the kind words! ????? ""Lovely mug, very well decorated and poignant message."" Graham D. #housewares #colourfulmug #colourfulpottery #funmug #etsy #depression #anxiety #rainbow #antidepression #happymug… https://t.co/aSep8tvUv1",en,Cornwall
EricZink6,RT @Dr1ven_Ind: Almost a full year of reminding you’re not alone! 619-929-2388 all the support for you! Check out our YouTube https://t.co/EBQ03rRQpW &amp; Mental Health chat https://t.co/NktookAEwy we got your back! People helping people! #SickNotWeak #anxiety #depression #MentalHealthAwareness https://t.co/3liEDKoPIN,en,"La Palma, CA"
AFR365,RT @SelfCareBoxUK: #spoonies #selfcare #subscriptionbox #fibromyalgia #anxiety #chronicpain #chronicillness #chronicfatiguesyndrome #endometriosis #polycysticovariansyndrome #fibromyalgiawarrior https://t.co/k2RR48wN7K,en,"Ontario, Canada"
flightwit,"Fear of flying app user says ""This app is excellent! Using this app is like having Captain Tom right there with you during the flight.""  iPhone https://t.co/m3iQ5rchNw   and Android https://t.co/eznHPndkMM   or search for SOAR In-Flight #fear #flying #travel #airline #anxiety https://t.co/DLKoajrPyG",en,800 332-7359 • Get free app at
Reignbeautyxo,"I’m feeling myself ?? 
.
.
.
.
#vibes #goodvibes #energy #positivevibes #positivity #depression #anxiety #addiction #imhereforyou #letstalk #uplifting #godislove #sobriety #sober #soberlife #soberliving #connection… https://t.co/tlnjf3Liu0",en,"El Paso, TX"
SylvanLib,Being creative is proven to help with both anxiety and depression. Have you tried attending one of our art programs? #Anxiety #Art #Beauty #ArtIsBeautiful #SylvanLake https://t.co/pDhTIBjcd4,en,Sylvan Lake Alberta
SkypeTherapist,"#Mindfulness training is one of the most effective ways of healing from chronic #anxiety and #depression. Learn how to apply mindfulness for healing the mind.
Visit: Online Mindfulness Therapy https://t.co/wA24wSaK62",en,"Boulder CO, USA"
SkypeTherapist,"Using #Mindfulness to Overcome #Anxiety and #Depression. Read my interview on https://t.co/WnZ3GCwSB6: https://t.co/GKSNvigM0c.
Online Mindfulness Therapy via Skype. See: https://t.co/wA24wSaK62.",en,"Boulder CO, USA"
SkypeTherapist,"Using #Mindfulness to Overcome #Anxiety and #Depression: https://t.co/GKSNvigM0c.
Online Mindfulness Therapy via Skype.  Visit: https://t.co/wA24wSaK62. https://t.co/3ulyF2W63N",en,"Boulder CO, USA"
HerrenProject,"RT @herren_wellness: There is no #health without mental health. We treat the whole person - from substance use to other mental health disorders like #anxiety and #depression, we walk with you on your journey to #recovery. #4Mind4Body #MentalHealth #MentalHealthAwareness @LjmacX @PBLAVALLEE @c_herren https://t.co/OQ91uoDBrr",en,"Rhode Island, USA"
PharmaKaz,"RT @HPstorefront: It's #Caturday BUY our #CBD #treats &amp; oral spray + drops relieve separation &amp; social #anxiety + aging, joint #pain along with our Pet SHAMPOO #CBDOil is safe for #kidneys &amp; #liver for #Dogs &amp; #Puppies Too! RIP #Cats #Cat #Kittens #petcare #puppies #dogs https://t.co/ZYZBg96Jen https://t.co/eRvKkFLalX",en,"London, England"
tagoold,RT @WELLinTHIShouse: @au_louise There's no reason to be ashamed! It's neurochemistry. You can't control that with positive thinking or any of that BS. #anxiety #depression #ActuallyAutistic,en,"St. John's, NL, Canada"
tagoold,RT @au_louise: I've come to terms that I need medication for my anxiety and depression to function. I'm not ashamed of this. #anxiety #depression #ActuallyAutistic,en,"St. John's, NL, Canada"
Go2Tubebular,#Gofundme #Helpwithmybills (Overcome #Anxiety Self #HYPNOSIS Session) TUBEANDBLOG - https://t.co/LVUvm9GFoo - #AnxietyRelease #Hypnotherapy #HYPNOTISM #OvercomeAnxiety #SELFHYPNOSIS - https://t.co/JoFubM3XvG https://t.co/2f0UAPfiGe,en,LOS ANGELES
motherofknights,"“Lord, I’m overwhelmed by my life when I really want to be overwhelmed by Your peace and provision. I trust You, now, to remove my anxiety and fears. In Jesus’ Name, Amen!” #prayer #anxiety #hope #god #encouragement https://t.co/QuB1atAa4G",en,Los Angeles
MsRoniAnne,"Yes, I do have a job! Every single one of us who lives with #Migraine #Headache  #Fibromyalgia #chronicillness #invisibleillness #depression #anxiety #chronicpain WE all have a job. 
#SaturdayThoughts #selfcare #Mindfulness #mindbodyspirit https://t.co/aDkfqFoLwD",en,"Missouri, USA"
GaryLoper,"RT @SusannahBirch: I’m the person who attends every interesting local event I can find, but the reason why has nothing to do with business or meeting new people – for me it started as therapy. https://t.co/yFJQeaECSS #Networking #Events #Business #MentalHealth #Anxiety #SocialAnxiety",en,"St Petersburg, Florida"
aconnollysiena,"RT @SNAP_CDI: Being able to have the 'right' conversations w/ your children helps keep lines of communication open, helping parents be able to see #warning #signs of #depression, #anxiety &amp; #bullying. Learn more here: https://t.co/uYaayuhF7Y. #parenting #mentalhealth #children #youth #wellness https://t.co/9VGerOJYae",en,"Ontario, Canada"
CalgarysChild,Anxious kids? How #sleep is linked to #anxiety plus 10 ways to help your kids get a good night’s sleep: https://t.co/A90JHflZ1W #parenting,en,"Calgary, AB"
ambermaliah,Hey you!! Yea you!!! We still love you and you can do it!! #mentalhealthawareness #anxiety #anxietyattack #laughthrough #youcandoit #youdidit #itsokay https://t.co/USS21drWVV,en,all over the place
nadeloehrdesign,"RT @maxollieandme: #mindful lavender sachet, get well present, #anxiety thinking of you gift, #selfcare reminder, #depression #mindfulness relaxation https://t.co/1xvKVBiQ3J 
@Etsy #UKGIFTHour #ukgiftam #womaninbizhour 
#BankHolidayWeekend",de,"Mainz, Deutschland"
HPstorefront,"It's #Caturday BUY our #CBD #treats &amp; oral spray + drops relieve separation &amp; social #anxiety + aging, joint #pain along with our Pet SHAMPOO #CBDOil is safe for #kidneys &amp; #liver for #Dogs &amp; #Puppies Too! RIP #Cats #Cat #Kittens #petcare #puppies #dogs https://t.co/ZYZBg96Jen https://t.co/eRvKkFLalX",en,United States
Irvin33,"Cast your cares upon the Lord , you can walk this life with out worrying about those things that’s on your mind . You can beat your anxiety and those depression thoughts you have been having lately. #anxiety #AnxietyAndMe #depression #TrustGod #faithtrustcourage",en,"Medford, NJ"
nadeloehrdesign,"RT @maxollieandme: mindful lavender sachet, get well present, #anxiety thinking of you gift, #selfcare reminder, #depression #mindfulness relaxation https://t.co/2w7mIVE0gW @Etsy #handmade #Etsy #CraftHour #womaninbiz #craft #gift #handmadehour #Friyay #artisanUK #UKCraft #ukcraftershour #crafthour",de,"Mainz, Deutschland"
jesdeh2o,"Bipolar Daily Goals 
?Take meds 
?Put fan in window
?Eat
?Writing stuff
?Not tell at the kids outside 

The kids are complaining it's too hot out. It's only 78*F. Kids are spoiled today &amp; think they need air conditioner. 

#bipolar #anxiety #mentalhealth",en,"Iowa, USA"
TerenSaville,I constantly have anxiety and trip out over money for school when I know we will be fine and could live off Matt’s income #BrainStopOverthinking #Anxiety,en,"Brandon, Manitoba"
Go2Tubebular,#Gofundme #Helpwithmybills (Overcome #Anxiety: Articulate your ...)  - https://t.co/6PIrEcgWIe - #Accomplish #Advice #BigThink #BigThink #Brain #Career #Challenge #Competition #Competitive - https://t.co/JoFubM3XvG https://t.co/PJIt9tSSnf,en,LOS ANGELES
thegoodlife4us,#thegoodlife4us Ready for a #Mood Makeover™? https://t.co/2MSGsWB6S3 #anxiety,en,"Utah, USA"
blaire_baschti,Kissed by the fire ? #insomnia never leaves #anxiety https://t.co/LrV2Wplz9n,en,"Mandaue City, Central Visayas"
JohnRWhitmer,"RT @_AshleyBratcher: Skill for helping w/ #anxiety &amp; #depression: half smile. It’s a Distress Tolerance skill that helps you accept &amp; tolerate with your body. Relax your face, neck, &amp; shoulders. Then half smile, until the corners of your mouth curl up w/o tension. In just 10 minutes it improves mood.",en,"Wichita, KS"
limgal,"RT @lustforlife: 10 tips to help a child who is feeling anxious, by Helen O’Neill https://t.co/Vsj9Y4HF1m #parenting #mentalhealth #anxiety #edchatie",en,Limerick Ireland 
areadersheaven,"""The Anxiety Toolkit"" by @DrAliceBoyes is on #sale for $1.99 via @TarcherPerigee 
Get it today! https://t.co/EA0VQzlNOX via @amazon
#nonfiction #stress #anxiety #management #psychology",en,New South Wales
brasstenor,"LAUREN DAIGLE - RESCUE (HIGHER KEY in A) - #instrumental #karaoke track
(No Lyrics)

#laurendaigle #rescue #lookupchild #depression #anxiety #hope #survivor #christian #riseup #BelieveSurvivors #gettingitdone #daigle #jesus #JesusSaves
#motivation #love
 
https://t.co/C4zqw2YgLO",en,"Haskell, NJ"
mindfulpartner1,Feeling anxious? You're not alone - here's how #Londoners cope #anxiety #mentalhealth https://t.co/CLayuqhyyS,en,"London, England"
Victoria_BPP,Over the years we found a way to use our love and insane similarities to overcome our differences.. Read more of my homage to my mom: https://t.co/Ib9KBdCyzx #Anxiety #depression #BipolarDisorder,en,"Halfmoon Bay, BC Canada"
puregreenxpress,Budtanicals CBD Harmony 1:4 (5mg THC :20mg CBD) - A convenient way to medicate!  https://t.co/sQCl2C7Jjl #CBD #THC #capsules #concentrate #cannabinoids #plantmedicine #medicalmarijuana #cannabismedicinal #CannabisCommunity #marijuana #mmj #cannabiscanada #anxiety #pain,en,"Vancouver, British Columbia"
Kteodesigns,What anxiety feels like. #empathy #anxiety #design #research https://t.co/Dwgu4LWkId,en,Scotland
SkypeTherapist,"In Mindfulness Therapy we learn the healing power that comes from embracing our #anxiety or #depression with the non-judgmental awareness that is #mindfulness.
Visit: Online Mindfulness Therapy https://t.co/wA24wSaK62",en,"Boulder CO, USA"
DaleReardon,RT @audisability: Feeling lonely or just want to make new friends? Come join our free #disability &amp; #NDIS community to chat in a tolerant &amp; respectful environment : https://t.co/7VjW4FphPb Our members include #Autism #Depression #anxiety #mentalhealth #mentalillness #blindness #socent,en,Hobart Tasmania Australia
PSaloff,"RT @Bell_LetsTalk: .@UAIberta opened a Calm Room to help #students deal with #anxiety and stress through activities such as virtual reality, adult colouring books &amp; LEGO. Learn more about how this space is supporting positive #mentalhealth: https://t.co/U6Vt1Bgn68 #BellLetsTalk",en,"Lethbridge, Alberta"
aftjae,RT @CHRIManitoba: Developing #coping strategies is helpful to anyone living with #anxiety. Hear how some young people use the outdoors to help deal with their anxiety with this video from @WoodgateRoberta – featuring dancers from @RWBallet! https://t.co/qsy4VV4AZe #MentalHealthWeek https://t.co/QASpH6Ug9Q,en,"Vancouver, Teignmouth"
RkyMtnNaturals,"RT @rikidavies1: Good Morning !! #organicfood #motivation #Ayurvedicmedicine #cleaneating #healthyeating #rawfood #fitness #sport #inspiration #yoga #meditation #diet #food #pilates #stress #anxiety #stressedmommy #mumpreneur #energy #wellness #london #surrey 
https://t.co/Vd2D6K7S1d https://t.co/lrVpN27Zf9",en,"Colorado, USA"
IAmPresleyCash,I’m curious... how do you guys deal with anxiety? Or unwinding after a stressful day? What are some things you do to calm down? ? #anxiety #stress #unwind #selfcare,en,Candy Land
TickCamp,"#Podcast: ""Beauty &amp; the Invisible Beast - an interview with Fashion Blogger Kelly Bibza"" https://t.co/GsJmnqzCaV
#LymeDisease #LaserTreatment #PaleoDiet #ChronicFatigue #Anxiety #Anemia #JointPain #Depression #BrainFog #AntiDepressants #Psychiatrist #EatingDisorder #Adderall #UTI https://t.co/xp7rPG9MsE",en,"New York, USA"
BarrettBrief,"RT @_AshleyBratcher: Skill for helping w/ #anxiety &amp; #depression: half smile. It’s a Distress Tolerance skill that helps you accept &amp; tolerate with your body. Relax your face, neck, &amp; shoulders. Then half smile, until the corners of your mouth curl up w/o tension. In just 10 minutes it improves mood.",en,Republic of Texas
PsychCentral,RT @PsychCentral: Insomniacs Often Struggle to Get Past Emotional Distress https://t.co/pIT4sgLN8S #Anxiety https://t.co/4HFnyK3FsO,en,"Newburyport, MA"
DiabeticCyborgg,The Face of Anxiety: Version Two by Caitlin Knudsen https://t.co/ws7yRDhwJk #Anxiety #Healing #EmotionalIntelligence #MentalHealth,en,"Longview, TX"
MishaAlmira,"Activate Your Superpowers! DRY FASTING: REVERSING CANCER, DIABETES, OBESITY, DEPRESSION, ANXIETY &amp; AGING  https://t.co/gz5WOFveel  #Depression #Anxiety #Antiaging #ReversingCancer #Herbs https://t.co/YflP97hJEF",en,"Texas, USA"
MelissaKahn7,5 Types of Anxiety - what you should know: https://t.co/VBZ4ZvhJjX #anxiety #Mentalhealth https://t.co/6GhYoewVSA,en,"Arizona, USA"
andrewmorrisuk,"RT @acamh: Free evidence based #mentalhealth topic guides on;
#ADHD #Anxiety #Attachment #Autism #CAMHS Cognitive Training #Depression
#DevLangDis #Eating #ID #OCD #Parenting #Psychotherapies #School-based Interventions #Sleep #Tourette Syndrome #Trauma
https://t.co/OuwWhhDBPK https://t.co/X2m4CtJwyZ",en,Bedford
thebipolarbooks,"Breasts get bigger during pregnancy shows thinking bigger boobs are better seems PERVERSION. Scientifically speaking.
#hiphop #fashion #ps  #lifecoach
#videos #memes  #relationshiptips 
#anxiety  #positivity
#DatingAdvice #amwriting #amwritingfantasy 
https://t.co/eZa75j1Fv7",en,"Houston, TX"
Saintbelle2016,"RT @acamh: Free evidence based #mentalhealth topic guides on;
#ADHD #Anxiety #Attachment #Autism #CAMHS Cognitive Training #Depression
#DevLangDis #Eating #ID #OCD #Parenting #Psychotherapies #School-based Interventions #Sleep #Tourette Syndrome #Trauma
https://t.co/OuwWhhDBPK https://t.co/X2m4CtJwyZ",en,"Milton Keynes, England"
RobotDolly,"Feelings of being stranded &amp; stuck, and overwhelming anxiety. Where are you? #anxiety https://t.co/2DREMrrXBQ",en,New York City
250HealthyFoods,"Choose food for brain and mental health. For nutrient counter apps see https://t.co/ZgywBi8kU3

#Healthcare #Recipe #Therapy #Depression #Anxiety #Stress #Dementia #Pregnancy #Parenting #Meditation #Mindfulness #Food #Weightloss #Healthy #Flexitarian #Diet #Alzheimer #Parkinsons https://t.co/MlNfZcUMLb",en-gb,"Marlow, UK"
